Sex,VehicleType,Claims,Term,Discount,AgeCat,VehicleAgeCat
M,A,0,0.914442163,20,6,2
M,A,0,0.34770705,50,5,2
M,A,0,0.914442163,30,5,2
M,A,0,0.303901437,30,4,2
M,A,0,0.41889117,50,4,2
M,A,0,0.334017796,0,4,2
F,A,0,0.914442163,50,4,2
M,A,0,0.501026694,0,4,2
M,A,0,0.837782341,50,4,2
M,A,0,0.837782341,40,3,2
M,A,0,0.506502396,30,4,2
M,A,0,0.837782341,40,3,2
M,A,0,0.837782341,50,4,2
M,A,0,0.837782341,50,4,2
F,A,0,0.837782341,50,5,2
M,A,0,0.837782341,40,4,2
F,A,1,0.837782341,50,3,2
F,A,0,0.375085558,40,3,2
M,A,0,0.837782341,50,4,2
M,A,0,0.585900068,50,6,2
M,A,0,0.435318275,50,4,2
M,A,1,0.325804244,20,3,2
F,A,0,0.837782341,40,3,2
M,A,0,0.6954141,50,4,2
M,A,0,0.837782341,50,5,2
F,A,0,0.120465435,0,3,2
M,A,0,0.837782341,50,3,2
F,A,0,0.780287474,0,2,2
M,A,0,0.334017796,50,4,2
M,A,0,0.837782341,50,4,2
M,A,0,0.845995893,50,4,2
M,A,0,0.651608487,0,3,2
M,A,0,0.837782341,20,3,2
M,A,0,0.164271047,40,5,2
F,A,0,0.840520192,0,3,2
M,A,0,0.334017796,10,4,2
M,A,0,0.837782341,40,5,2
M,A,0,0.837782341,20,4,2
M,A,0,0.821355236,50,4,2
M,A,0,0.082135524,0,3,2
M,A,0,0.815879535,50,3,2
M,A,0,0.41889117,50,3,2
F,A,0,0.837782341,40,3,2
M,A,0,0.194387406,10,4,2
M,A,0,0.334017796,30,6,2
M,A,0,0.76386037,20,2,2
M,A,0,0.837782341,30,5,2
M,A,0,0.375085558,30,3,2
M,A,1,0.607802875,30,4,2
M,A,0,0.793976728,30,3,2
M,A,0,0.796714579,50,4,2
M,A,1,0.837782341,10,3,2
M,A,0,0.722792608,40,5,2
M,A,0,0.837782341,50,4,2
M,A,1,0.334017796,10,3,2
F,A,0,0.837782341,20,4,2
M,A,0,0.62696783,20,5,2
M,A,1,0.561259411,0,3,2
M,A,0,0.837782341,40,3,2
M,A,0,0.334017796,50,4,2
M,A,0,0.837782341,50,4,2
M,A,0,0.837782341,50,3,2
M,A,0,0.41889117,40,3,2
M,A,0,0.251882272,30,3,2
M,A,1,0.752908967,10,3,2
M,A,0,0.706365503,50,7,2
M,A,0,0.752908967,50,3,2
F,A,0,0.251882272,10,4,2
M,A,0,0.191649555,0,4,2
F,A,0,0.334017796,40,5,2
M,A,0,0.251882272,30,4,2
M,A,0,0.752908967,0,4,2
M,A,0,0.752908967,0,4,2
F,A,0,0.251882272,10,3,2
M,A,0,0.681724846,0,5,2
M,A,0,0.752908967,20,3,2
M,A,0,0.752908967,50,5,2
M,A,0,0.205338809,30,3,2
M,A,0,0.752908967,50,3,2
F,A,0,0.752908967,20,4,2
M,A,0,0.752908967,50,3,2
M,A,0,0.577686516,50,5,2
M,A,0,0.098562628,0,4,2
M,A,0,0.914442163,20,4,2
M,A,0,0.369609856,0,5,2
F,A,0,0.481861739,30,3,2
M,A,0,0.752908967,50,3,2
M,A,0,0.251882272,50,3,2
M,A,0,0.752908967,0,5,2
M,A,0,0.251882272,50,4,2
M,A,0,0.180698152,50,5,2
M,A,0,0.752908967,50,4,2
F,A,0,0.752908967,50,3,2
M,A,0,0.752908967,30,3,2
M,A,0,0.561259411,30,3,2
M,A,0,0.377823409,0,3,2
M,A,0,0.525667351,50,4,2
M,A,0,0.752908967,50,5,2
M,A,0,0.752908967,50,4,2
M,A,1,1.0,0,3,2
M,A,0,0.752908967,10,3,2
M,A,0,0.722792608,50,5,2
M,A,0,0.585900068,0,5,2
M,A,0,0.837782341,40,3,2
F,A,0,0.251882272,20,4,2
M,A,0,0.251882272,0,5,2
M,A,0,0.700889802,20,3,2
M,A,1,0.79945243,0,3,2
M,A,1,0.177960301,0,2,2
M,A,0,0.752908967,40,5,2
M,A,0,0.736481862,20,4,2
M,A,0,0.213552361,20,4,2
M,A,0,0.684462697,50,3,2
M,A,0,0.249144422,50,4,2
M,A,0,0.396988364,40,3,2
M,A,0,0.41889117,50,4,2
M,A,1,0.577686516,10,4,2
M,A,0,0.098562628,0,2,2
M,A,0,0.670773443,50,5,2
F,A,0,0.908966461,0,4,2
M,A,0,0.432580424,0,4,2
M,A,0,0.41615332,10,3,2
F,A,1,0.10403833,0,3,2
M,A,1,0.358658453,0,4,2
M,A,0,0.525667351,50,3,2
M,A,0,0.741957563,10,3,2
F,A,0,0.670773443,40,4,2
M,A,0,0.62696783,40,5,2
M,A,0,0.413415469,40,5,2
M,A,0,0.435318275,0,4,2
F,A,0,0.268309377,0,4,2
M,A,0,0.670773443,20,4,2
M,A,0,0.309377139,20,4,2
M,A,0,0.355920602,0,4,2
M,A,0,0.27652293,0,3,2
M,A,0,0.043805613,0,3,2
M,A,0,0.320328542,40,3,2
M,A,0,0.112251882,30,3,2
M,A,1,0.90349076,0,3,2
M,A,1,0.670773443,50,4,2
M,A,0,0.084873374,10,4,2
M,A,0,0.583162218,0,4,2
M,A,0,0.585900068,50,4,2
M,A,0,0.585900068,50,4,2
M,A,0,0.982888433,0,3,2
M,A,0,0.539356605,0,4,2
M,A,0,0.837782341,10,5,2
F,A,0,0.084873374,20,3,2
M,A,2,0.585900068,0,4,2
M,A,0,0.435318275,30,3,2
M,A,0,0.377823409,20,3,2
F,A,0,0.536618754,0,3,2
M,A,0,0.791238878,0,3,2
M,A,0,0.084873374,30,4,2
M,A,0,0.199863108,30,3,2
F,A,0,0.290212183,10,4,2
M,A,0,0.503764545,20,3,2
M,A,0,0.090349076,40,3,2
M,A,0,0.372347707,40,3,2
M,A,0,0.503764545,50,3,2
M,A,0,0.495550993,40,3,2
M,A,0,0.41889117,30,5,2
M,A,0,0.511978097,0,3,2
M,A,0,0.098562628,0,4,2
M,A,0,0.41889117,50,4,2
M,A,0,0.503764545,40,3,2
F,A,0,0.470910335,40,3,2
M,A,0,0.429842574,50,3,2
M,A,0,0.473648186,50,3,2
F,A,0,0.339493498,50,4,2
F,A,0,0.999315537,10,4,2
M,A,0,0.503764545,50,4,2
M,A,0,0.670773443,50,4,2
M,A,0,0.41889117,40,5,2
M,A,0,0.41889117,50,4,2
M,A,0,0.914442163,50,5,2
M,A,0,0.41889117,50,4,2
M,A,0,0.41889117,40,5,2
M,A,1,0.227241615,40,3,2
M,A,0,0.298425736,0,2,2
M,A,0,0.41889117,0,5,2
F,A,0,0.41889117,40,3,2
M,A,0,0.41889117,40,5,2
M,A,0,0.353182752,20,4,2
F,A,0,0.87063655,0,3,2
M,A,0,0.41889117,40,6,2
M,A,1,0.468172485,0,6,2
F,A,0,0.914442163,50,4,2
M,A,0,0.914442163,0,3,2
M,A,0,0.402464066,50,4,2
M,A,0,0.298425736,0,4,2
F,A,0,0.410677618,50,5,2
M,A,0,0.41889117,40,4,2
M,A,0,0.386036961,20,6,2
M,A,0,0.350444901,40,3,2
F,A,0,0.45174538,50,4,2
M,A,0,0.826830938,50,4,2
F,A,0,0.38329911,50,5,2
M,A,0,0.413415469,40,4,2
M,A,0,0.41889117,40,4,2
M,A,0,0.473648186,0,4,2
M,A,0,0.375085558,40,3,2
M,A,0,0.413415469,0,3,2
M,A,0,0.837782341,30,3,2
M,A,0,0.31211499,50,3,2
M,A,0,0.410677618,10,4,2
M,A,0,0.41889117,50,4,2
M,A,0,0.405201917,50,4,2
F,A,0,0.561259411,0,3,2
M,A,0,0.41889117,30,3,2
M,A,1,0.509240246,0,2,2
M,A,0,0.364134155,50,5,2
M,A,0,0.914442163,50,3,2
F,A,0,0.506502396,0,3,2
M,A,0,0.427104723,0,3,2
M,A,0,0.309377139,40,3,2
M,A,0,0.309377139,0,4,2
M,A,0,0.41889117,40,3,2
M,A,0,0.334017796,50,6,2
F,A,0,0.06844627,0,4,2
M,A,0,0.20807666,30,5,2
M,A,0,0.167008898,50,4,2
M,A,0,0.334017796,40,5,2
M,A,0,0.334017796,30,3,2
F,A,0,0.424366872,0,2,2
M,A,0,0.670773443,40,5,2
M,A,0,0.402464066,0,3,2
M,A,0,0.334017796,50,4,2
M,A,0,0.334017796,50,5,2
M,A,0,0.271047228,30,3,2
M,A,1,0.470910335,30,3,2
M,A,0,0.334017796,40,3,2
M,A,0,0.156057495,50,4,2
F,A,0,0.062970568,0,4,2
M,A,1,0.980150582,0,3,2
M,A,0,0.837782341,20,3,2
M,A,0,0.334017796,40,6,2
M,A,0,0.101300479,0,5,2
M,A,0,0.334017796,40,3,2
M,A,0,0.334017796,50,4,2
M,A,0,0.334017796,10,3,2
M,A,0,0.837782341,50,4,2
M,A,0,0.334017796,10,3,2
M,A,0,0.334017796,40,5,2
F,A,0,0.895277207,20,3,2
F,A,0,0.818617385,0,5,2
M,A,0,0.503764545,10,5,2
M,A,0,0.194387406,20,3,2
F,A,0,0.826830938,20,3,2
M,A,0,0.334017796,50,4,2
M,A,0,0.251882272,50,4,2
M,A,0,0.251882272,20,3,2
M,A,0,0.804928131,50,3,2
M,A,0,0.334017796,50,4,2
M,A,0,0.251882272,50,3,2
M,A,0,0.334017796,50,5,2
M,A,0,0.752908967,50,5,2
M,A,0,0.468172485,50,4,2
F,A,1,0.947296372,0,3,2
M,A,0,0.251882272,20,2,2
M,A,0,0.605065024,50,3,2
M,A,0,0.240930869,50,4,2
M,A,0,0.331279945,0,3,2
M,A,0,0.334017796,10,3,2
M,A,0,0.83504449,0,4,2
M,A,0,0.752908967,10,3,2
M,A,0,0.251882272,30,4,2
F,A,0,0.793976728,30,3,2
M,A,0,0.251882272,50,4,2
M,A,0,0.793976728,0,3,2
M,A,0,0.334017796,40,4,2
M,A,0,0.613278576,0,3,2
M,A,0,0.914442163,30,6,2
M,A,0,0.583162218,50,3,2
M,A,0,0.251882272,40,5,2
M,A,1,0.251882272,40,6,2
M,A,0,0.251882272,50,5,2
M,A,0,0.167008898,30,4,2
M,A,0,0.284736482,0,3,2
M,A,0,0.167008898,50,6,2
M,A,1,0.722792608,0,3,2
M,A,0,0.167008898,50,5,2
M,A,0,0.167008898,50,4,2
M,A,0,0.167008898,50,3,2
M,A,0,0.585900068,40,4,2
M,A,0,0.328542095,30,4,2
M,A,0,0.164271047,50,4,2
M,A,0,0.610540726,20,3,2
F,A,0,0.722792608,50,4,2
F,A,0,0.109514032,0,3,2
F,A,0,0.167008898,50,4,2
M,A,0,0.167008898,50,3,2
M,A,0,0.030116359,10,3,2
M,A,0,0.147843943,40,3,2
F,A,0,0.183436003,20,4,2
M,A,0,0.670773443,30,5,2
M,A,0,0.594113621,50,3,2
M,A,0,0.150581793,50,5,2
M,A,0,0.167008898,50,4,2
F,A,0,0.334017796,20,3,2
M,A,1,0.837782341,50,3,2
M,A,0,0.670773443,40,3,2
M,A,0,0.125941136,0,4,2
M,A,0,0.334017796,30,6,2
M,A,0,0.481861739,0,3,2
M,A,1,0.651608487,10,4,2
M,A,0,0.161533196,50,4,2
F,A,0,0.167008898,0,3,2
M,A,0,0.670773443,0,3,2
M,A,0,0.084873374,0,3,2
M,A,0,0.167008898,0,6,2
F,A,0,0.008213552,0,3,2
M,A,0,0.167008898,50,4,2
M,A,0,0.112251882,40,3,2
M,A,0,0.577686516,50,3,2
M,A,0,0.435318275,10,3,2
M,A,0,0.084873374,50,4,2
M,A,0,0.084873374,50,4,2
F,A,0,0.982888433,0,3,2
M,A,0,0.167008898,50,4,2
M,A,0,0.084873374,50,5,2
M,A,0,0.071184121,40,2,2
M,A,0,0.117727584,0,2,2
M,A,0,0.084873374,40,6,2
M,A,0,0.249144422,20,3,2
M,A,0,0.084873374,40,3,2
M,A,0,0.670773443,50,3,2
F,A,0,0.167008898,50,4,2
M,A,0,0.008213552,30,4,2
F,A,0,0.177960301,0,3,2
F,A,0,0.084873374,50,4,2
M,A,0,0.681724846,30,3,2
F,A,0,0.071184121,50,5,2
F,A,0,0.084873374,20,3,2
M,A,0,0.084873374,50,5,2
F,A,0,0.334017796,50,4,2
M,A,0,0.057494867,50,5,2
M,A,0,0.084873374,0,5,2
F,A,0,0.084873374,50,6,2
M,A,0,0.084873374,30,3,2
M,A,0,0.084873374,50,6,2
M,A,0,0.334017796,50,4,2
M,A,0,0.084873374,50,7,2
F,A,0,0.48733744,0,2,2
F,A,0,0.084873374,50,3,2
M,A,0,0.503764545,0,4,2
M,A,0,0.876112252,0,3,2
M,A,0,0.334017796,50,5,2
M,A,0,0.084873374,50,5,2
M,A,0,0.336755647,50,4,2
M,A,0,0.038329911,50,4,2
F,A,0,0.752908967,50,3,2
M,A,0,0.03559206,50,4,2
M,A,0,0.084873374,40,6,2
M,A,0,0.334017796,50,5,2
M,A,0,0.284736482,40,4,2
M,A,0,0.339493498,10,3,2
M,A,0,0.084873374,0,3,2
M,A,0,0.084873374,50,4,2
M,A,0,0.084873374,50,4,2
M,A,0,0.084873374,40,4,2
M,A,0,0.229979466,10,3,2
M,A,0,0.377823409,0,4,2
F,A,0,0.010951403,30,4,2
F,A,0,0.084873374,40,3,2
M,A,0,0.999315537,20,3,2
M,A,0,0.580424367,50,4,2
F,A,0,0.468172485,10,3,2
M,A,0,0.503764545,50,4,2
M,A,1,0.999315537,0,4,2
M,A,0,0.090349076,0,4,2
F,A,0,0.999315537,50,6,2
M,A,0,0.999315537,50,3,2
M,A,0,0.999315537,40,3,2
M,A,0,0.388774812,0,4,2
M,A,0,0.59137577,0,3,2
M,A,0,0.492813142,10,3,2
M,A,0,0.224503765,10,3,2
F,A,0,0.539356605,50,5,2
M,A,0,0.999315537,20,2,2
M,A,0,0.999315537,30,7,2
M,A,0,0.999315537,50,4,2
M,A,0,0.48733744,0,3,2
M,A,0,0.991101985,10,3,2
M,A,0,0.13963039,0,3,2
M,A,0,0.999315537,30,4,2
M,A,2,0.914442163,30,4,2
F,A,0,0.005475702,0,5,2
M,A,0,0.030116359,30,4,2
M,A,0,0.668035592,0,4,2
M,A,0,0.999315537,30,3,2
M,A,0,0.980150582,50,6,2
M,A,0,0.985626283,50,5,2
M,A,0,0.999315537,50,4,2
U,W,0,0.999315537,30,0,3
M,A,0,0.309377139,0,3,2
M,A,0,0.97467488,0,5,2
M,A,0,0.618754278,50,6,2
M,A,0,0.977412731,50,6,2
M,A,0,0.999315537,20,3,2
M,A,0,0.980150582,0,4,2
M,A,0,0.569472964,0,2,2
F,A,1,0.851471595,30,3,2
F,A,0,0.355920602,0,4,2
M,A,0,0.547570157,20,4,2
M,A,0,0.670773443,30,4,2
M,A,0,0.999315537,30,3,2
M,A,0,0.503764545,0,3,2
M,A,0,0.999315537,30,4,2
M,A,0,0.62696783,0,2,2
M,A,0,0.544832307,30,5,2
F,A,0,0.219028063,30,3,2
M,A,1,0.755646817,50,4,2
M,A,0,0.511978097,30,4,2
M,A,0,0.079397673,20,3,2
F,A,0,0.999315537,40,3,2
M,A,0,0.999315537,50,3,2
M,A,0,0.958247776,20,4,2
M,A,0,0.084873374,20,3,2
M,A,0,0.27652293,10,3,2
M,A,1,0.999315537,50,4,2
M,A,0,0.941820671,50,4,2
M,A,0,0.027378508,0,3,2
M,A,1,0.90349076,30,4,2
M,A,0,0.076659822,50,4,2
M,A,0,0.999315537,50,3,2
M,A,0,0.366872006,20,2,2
M,A,0,0.950034223,50,4,2
M,A,0,0.999315537,50,4,2
M,A,0,0.944558522,50,4,2
M,A,0,0.887063655,50,5,2
M,A,0,0.999315537,50,3,2
M,A,0,0.999315537,0,4,2
M,A,0,0.914442163,50,6,2
M,A,0,0.443531828,0,3,2
M,A,0,0.950034223,50,4,2
M,A,0,0.084873374,50,6,2
M,A,0,0.898015058,50,4,2
M,A,0,0.914442163,0,4,2
F,A,1,0.958247776,0,3,2
F,A,0,0.999315537,30,6,2
M,A,0,0.999315537,20,4,2
M,A,0,0.914442163,20,4,2
F,A,0,0.837782341,30,5,2
M,A,0,0.914442163,30,3,2
M,A,0,0.895277207,50,4,2
M,A,0,0.914442163,0,6,2
M,A,0,0.287474333,0,3,2
F,A,0,0.755646817,10,3,2
M,A,0,0.48733744,0,4,2
M,A,0,0.914442163,50,4,2
F,A,1,0.394250513,20,3,2
M,A,0,0.503764545,0,6,2
M,A,0,0.914442163,50,4,2
M,A,0,0.917180014,10,6,2
M,A,0,0.574948665,0,3,2
F,A,0,0.219028063,30,4,2
M,A,0,0.733744011,40,3,2
F,A,0,0.202600958,0,3,2
M,A,0,0.41889117,40,4,2
F,A,0,0.914442163,30,3,2
M,A,0,0.27926078,50,4,2
M,A,0,0.914442163,0,3,2
F,A,0,0.865160849,30,4,2
M,A,0,0.914442163,30,4,2
M,A,1,0.41889117,0,3,2
M,A,0,0.8678987,0,3,2
F,A,1,0.41889117,20,3,2
M,A,0,0.41889117,10,2,2
M,A,0,0.470910335,50,4,2
M,A,0,0.191649555,30,4,2
M,A,0,0.503764545,50,4,2
M,A,0,0.97467488,10,3,2
M,A,0,0.41889117,20,5,2
M,A,0,0.865160849,50,4,2
F,A,0,0.876112252,30,5,2
F,A,1,0.862422998,30,3,2
M,A,0,0.914442163,30,4,2
M,A,0,0.375085558,50,4,2
M,A,0,0.914442163,50,4,2
M,A,0,0.914442163,30,4,2
M,A,0,0.993839836,30,4,2
F,A,0,0.336755647,0,4,2
M,A,0,0.303901437,30,4,2
F,A,0,0.854209446,30,3,2
F,A,0,0.62696783,0,4,2
F,A,0,0.914442163,50,5,2
F,A,0,0.914442163,20,4,2
M,A,0,0.194387406,0,3,2
M,A,0,0.914442163,10,3,2
M,A,1,0.41889117,20,4,2
M,A,0,0.832306639,50,4,2
M,A,0,0.999315537,30,4,2
M,A,0,0.914442163,50,4,2
F,A,0,0.334017796,10,3,2
M,A,0,0.084873374,10,4,2
M,A,0,0.084873374,50,4,2
F,A,0,0.845995893,50,5,2
M,A,0,0.837782341,50,5,2
M,A,0,0.205338809,10,4,2
M,A,0,0.511978097,0,3,2
M,A,0,0.084873374,50,5,2
M,A,0,0.334017796,40,3,2
M,A,0,0.462696783,10,3,2
M,A,0,0.473648186,30,3,2
M,A,1,0.837782341,30,6,2
F,A,0,0.837782341,50,4,2
M,A,0,0.334017796,50,5,2
M,A,0,0.996577687,10,5,2
F,A,0,0.265571526,10,3,2
M,A,1,0.837782341,40,3,2
M,A,0,0.815879535,50,4,2
M,A,0,0.421629021,50,3,2
M,A,0,0.317590691,30,4,2
M,A,0,0.991101985,0,4,2
M,A,1,0.837782341,50,6,2
M,A,0,0.804928131,10,3,2
M,A,0,0.837782341,30,3,2
M,A,0,0.145106092,0,4,2
F,A,0,0.284736482,30,3,2
M,A,1,0.796714579,30,5,2
M,A,1,0.369609856,10,3,2
F,A,0,0.569472964,40,4,2
M,A,0,0.837782341,50,4,2
M,A,0,0.837782341,20,3,2
M,A,1,0.692676249,50,4,2
M,A,0,0.161533196,0,3,2
M,A,0,0.785763176,50,4,2
M,A,0,0.755646817,10,3,2
F,A,0,0.837782341,50,6,2
M,A,1,0.334017796,10,2,2
M,A,0,0.481861739,0,3,2
M,A,1,0.837782341,50,6,2
M,A,0,0.752908967,40,5,2
M,A,0,0.334017796,10,5,2
M,A,0,0.837782341,50,4,2
M,A,0,0.205338809,20,3,2
M,A,0,0.750171116,50,5,2
M,A,0,0.336755647,30,3,2
F,A,0,0.750171116,0,3,2
M,A,0,0.303901437,10,3,2
F,A,0,0.62696783,10,5,2
M,A,0,0.750171116,20,3,2
M,A,0,0.607802875,0,3,2
M,A,0,0.752908967,50,3,2
F,A,1,0.747433265,50,4,2
M,A,0,0.752908967,50,3,2
F,A,1,0.698151951,10,3,2
M,A,1,0.224503765,20,6,2
M,A,0,0.750171116,40,3,2
M,A,0,0.678986995,30,4,2
F,A,0,0.752908967,30,2,2
M,A,1,0.837782341,50,3,2
M,A,0,0.544832307,0,3,2
M,A,0,0.752908967,40,3,2
F,A,0,0.73100616,30,6,2
M,A,0,0.854209446,0,3,2
F,A,0,0.73100616,50,3,2
M,A,0,0.65982204,20,4,2
M,A,0,0.20807666,20,3,2
M,A,0,0.752908967,30,4,2
M,A,0,0.251882272,50,4,2
M,A,0,0.752908967,30,5,2
M,A,1,0.755646817,0,3,2
M,A,0,0.711841205,30,4,2
M,A,0,0.251882272,50,4,2
M,A,0,0.752908967,30,3,2
M,A,1,0.752908967,50,7,2
M,A,1,0.837782341,50,4,2
F,A,0,0.752908967,50,5,2
M,A,0,0.813141684,30,2,2
M,A,1,0.752908967,50,7,2
M,A,0,0.752908967,50,5,2
M,A,0,0.752908967,0,4,2
M,A,0,0.752908967,0,6,2
M,A,1,0.167008898,10,3,2
M,A,0,0.700889802,50,4,2
M,A,0,0.090349076,0,4,2
M,A,0,0.837782341,30,3,2
M,A,0,0.692676249,50,3,2
M,A,0,0.692676249,50,3,2
M,A,0,0.251882272,50,4,2
M,A,1,0.648870637,20,3,2
M,A,0,0.692676249,50,5,2
M,A,0,0.678986995,0,3,2
M,A,0,0.876112252,40,4,2
M,A,0,0.224503765,30,3,2
M,A,0,0.235455168,0,3,2
F,A,0,0.689938398,0,3,2
M,A,0,0.722792608,40,3,2
M,A,0,0.752908967,50,4,2
M,A,0,0.752908967,10,6,2
M,A,0,0.687200548,50,4,2
M,A,0,0.563997262,50,3,2
M,A,0,0.098562628,0,4,2
M,A,0,0.101300479,10,3,2
M,A,0,0.752908967,50,4,2
M,A,0,0.087611225,0,3,2
M,A,0,0.709103354,50,6,2
M,A,0,0.840520192,0,3,2
F,A,1,0.752908967,20,4,2
M,A,0,0.539356605,0,5,2
F,A,0,0.539356605,10,4,2
M,A,0,0.700889802,50,4,2
M,A,0,0.815879535,0,6,2
F,A,0,0.670773443,50,4,2
M,A,0,0.284736482,0,3,2
M,A,0,0.670773443,50,4,2
F,A,0,0.251882272,10,2,2
F,A,0,0.670773443,50,4,2
F,A,0,0.334017796,50,5,2
M,A,0,0.585900068,10,3,2
M,A,0,0.334017796,0,4,2
M,A,0,0.281998631,0,4,2
F,A,1,0.670773443,40,3,2
M,A,0,0.837782341,40,3,2
M,A,0,0.646132786,50,3,2
F,A,0,0.167008898,50,4,2
M,A,0,0.164271047,50,4,2
F,A,0,0.83504449,30,4,2
M,A,0,0.829568789,30,3,2
M,A,0,0.334017796,50,4,2
F,A,0,0.167008898,50,4,2
M,A,0,0.837782341,50,6,2
M,A,0,0.632443532,50,4,2
M,A,0,0.120465435,50,3,2
M,A,0,0.585900068,40,4,2
F,A,0,0.585900068,50,4,2
F,A,0,0.837782341,0,3,2
M,A,0,0.544832307,50,3,2
M,A,0,0.996577687,20,4,2
M,A,0,0.251882272,0,4,2
F,A,0,0.780287474,0,3,2
M,A,0,0.06844627,10,3,2
F,A,0,0.577686516,50,3,2
F,A,0,0.407939767,30,3,2
M,A,0,0.561259411,50,4,2
M,A,0,0.432580424,40,3,2
F,A,0,0.52019165,20,4,2
M,A,0,0.506502396,40,3,2
F,A,0,0.837782341,0,2,2
M,A,0,0.539356605,50,4,2
M,A,0,0.084873374,20,4,2
M,A,0,0.503764545,10,3,2
M,A,1,0.462696783,30,5,2
M,A,0,0.503764545,30,4,2
M,A,0,0.503764545,20,3,2
M,A,1,0.536618754,30,5,2
F,A,0,0.41615332,30,5,2
M,A,1,0.542094456,0,5,2
F,A,0,0.459958932,30,5,2
M,A,0,0.457221082,30,4,2
M,A,0,0.503764545,50,3,2
M,A,0,0.999315537,50,5,2
F,A,0,0.375085558,0,3,2
M,A,0,0.41889117,50,3,2
M,A,0,0.41889117,40,3,2
M,A,0,0.889801506,50,4,2
M,A,1,0.577686516,50,4,2
F,A,0,0.41889117,10,4,2
M,A,0,0.914442163,0,3,2
M,A,0,0.810403833,10,3,2
M,A,0,0.13963039,50,3,2
M,A,0,0.41889117,40,4,2
M,A,0,0.490075291,0,3,2
F,A,0,0.41615332,40,3,2
F,A,0,0.399726215,50,7,2
M,A,0,0.413415469,30,3,2
M,A,0,0.084873374,50,4,2
M,A,0,0.41615332,0,5,2
M,A,0,0.106776181,50,4,2
M,A,0,0.41889117,50,4,2
M,A,0,0.41889117,30,3,2
F,A,0,0.41889117,50,3,2
F,A,0,0.700889802,0,3,2
F,A,1,0.098562628,0,4,2
M,A,0,0.391512663,50,5,2
M,A,0,0.41889117,50,4,2
F,A,0,0.41889117,30,3,2
M,A,0,0.41889117,30,3,2
F,A,0,0.41889117,50,4,2
F,A,0,0.832306639,50,4,2
M,A,0,0.41889117,30,4,2
M,A,0,0.930869268,10,3,2
F,A,0,0.41889117,10,4,2
M,A,0,0.106776181,50,4,2
M,A,0,0.334017796,30,2,2
M,A,0,0.353182752,20,3,2
M,A,0,0.334017796,50,3,2
F,A,0,0.334017796,30,4,2
F,A,0,0.334017796,10,2,2
M,A,0,0.780287474,40,4,2
M,A,0,0.334017796,20,4,2
U,W,0,0.331279945,50,0,2
M,A,0,0.301163587,50,4,2
M,A,1,0.334017796,50,5,2
M,A,0,0.334017796,50,5,2
M,A,0,0.670773443,0,5,2
F,A,0,0.602327173,10,4,2
M,A,0,0.334017796,30,3,2
F,A,0,0.585900068,50,4,2
M,A,0,0.334017796,50,5,2
M,A,0,0.435318275,0,3,2
M,A,0,0.334017796,50,4,2
M,A,0,0.323066393,10,5,2
F,A,0,0.334017796,50,3,2
M,A,0,0.391512663,0,2,2
M,A,0,0.334017796,30,3,2
M,A,1,0.837782341,50,3,2
M,A,0,0.334017796,30,3,2
M,A,0,0.503764545,30,3,2
M,A,0,0.251882272,50,3,2
M,A,0,0.262833676,0,5,2
M,A,0,0.325804244,50,4,2
M,A,0,0.251882272,50,4,2
M,A,0,0.465434634,0,3,2
M,A,0,0.432580424,50,4,2
M,A,0,0.717316906,50,5,2
M,A,1,0.752908967,50,4,2
F,A,0,0.251882272,0,3,2
F,A,0,0.251882272,0,4,2
M,A,0,0.251882272,50,4,2
M,A,0,0.503764545,30,2,2
M,A,0,0.503764545,50,4,2
M,A,0,0.251882272,0,4,2
M,A,0,0.251882272,50,4,2
F,A,0,0.845995893,40,3,2
M,A,0,0.503764545,30,4,2
M,A,0,0.251882272,20,3,2
M,A,0,0.06844627,0,5,2
F,A,0,0.503764545,30,4,2
M,A,0,0.251882272,0,3,2
F,A,0,0.295687885,0,3,2
F,A,0,0.566735113,10,3,2
F,A,1,0.700889802,0,3,2
M,A,0,0.194387406,50,5,2
F,A,0,0.191649555,50,4,2
M,A,0,0.752908967,50,3,2
U,Q,0,0.377823409,30,0,3
M,A,0,0.197125257,30,4,2
M,A,0,0.251882272,50,4,2
M,A,0,0.678986995,50,4,2
M,A,1,0.432580424,0,3,2
M,A,0,0.62422998,50,4,2
M,A,0,0.06844627,0,5,2
M,A,0,0.503764545,0,3,2
F,A,0,0.251882272,30,3,2
M,A,0,0.405201917,20,3,2
F,A,0,0.752908967,20,5,2
M,A,0,0.501026694,50,4,2
M,A,0,0.410677618,0,4,2
M,A,0,0.635181383,10,2,2
M,A,0,0.257357974,10,5,2
M,A,0,0.993839836,30,3,2
M,A,0,0.692676249,0,5,2
F,A,0,0.164271047,20,3,2
M,A,0,0.468172485,20,3,2
M,A,0,0.295687885,50,4,2
F,A,0,0.495550993,30,3,2
F,A,0,0.005475702,10,4,2
M,A,0,0.670773443,20,2,2
M,A,0,0.251882272,50,4,2
F,A,0,0.147843943,20,3,2
M,A,0,0.167008898,50,4,2
M,A,0,0.539356605,50,4,2
M,A,0,0.142368241,0,2,2
M,A,0,0.818617385,0,3,2
M,A,0,0.114989733,10,4,2
M,A,0,0.670773443,10,4,2
F,A,0,0.167008898,50,4,2
M,A,0,0.112251882,20,4,2
M,A,0,0.128678987,30,4,2
M,A,0,0.167008898,50,3,2
M,A,0,0.167008898,30,3,2
M,A,0,0.084873374,40,4,2
